1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
,,,,,,,,,"tensor([0.4530, 0.0653, 0.0685, 0.2860, 0.0631, 0.0640])",,,,,,,,,
,,,,,,,,,"tensor([0.4523, 0.0652, 0.0684, 0.2871, 0.0630, 0.0639])",,,,,,,,,
,,,,,,,,,"tensor([0.4515, 0.0651, 0.0683, 0.2883, 0.0629, 0.0638])",,,,,,,,,
,,,,,,,,,"tensor([0.4605, 0.0664, 0.0697, 0.2743, 0.0641, 0.0651])",,,,,,,,,
,,,,,,,,,"tensor([0.4499, 0.0649, 0.0681, 0.2909, 0.0627, 0.0636])",,,,,,,,,
,,,,,,,,,"tensor([0.4606, 0.0664, 0.0697, 0.2740, 0.0642, 0.0651])",,,,,,,,,
,,,,,,,,,"tensor([0.4511, 0.0650, 0.0682, 0.2890, 0.0628, 0.0638])",,,,,,,,,
,,,,,,,,,"tensor([0.4631, 0.0668, 0.0701, 0.2701, 0.0645, 0.0655])",,,,,,,,,
,,,,,,,,,"tensor([0.4651, 0.0671, 0.0704, 0.2670, 0.0648, 0.0657])",,,,,,,,,
,,,,,,,,,"tensor([0.4482, 0.0646, 0.0678, 0.2936, 0.0624, 0.0634])",,,,,,,,,
,,,,,,,,,"tensor([0.4762, 0.0687, 0.0721, 0.2494, 0.0663, 0.0673])",,,,,,,,,
,,,,,,,,,"tensor([0.4804, 0.0693, 0.0727, 0.2429, 0.0669, 0.0679])",,,,,,,,,
,,,,,,,,,"tensor([0.4475, 0.0645, 0.0677, 0.2947, 0.0623, 0.0633])",,,,,,,,,
,,,,,,,,,"tensor([0.4569, 0.0659, 0.0691, 0.2799, 0.0636, 0.0646])",,,,,,,,,
,,,,,,,,,"tensor([0.4632, 0.0668, 0.0701, 0.2699, 0.0645, 0.0655])",,,,,,,,,
,,,,,,,,,"tensor([0.4610, 0.0665, 0.0697, 0.2734, 0.0642, 0.0652])",,,,,,,,,
,,,,,,,,,"tensor([0.4564, 0.0658, 0.0690, 0.2807, 0.0636, 0.0645])",,,,,,,,,
,,,,,,,,,"tensor([0.4441, 0.0640, 0.0672, 0.3000, 0.0619, 0.0628])",,,,,,,,,
,,,,,,,,,"tensor([0.4460, 0.0643, 0.0675, 0.2971, 0.0621, 0.0630])",,,,,,,,,
,,,,,,,,,"tensor([0.4643, 0.0669, 0.0702, 0.2683, 0.0647, 0.0656])",,,,,,,,,
,,,,,,,,,"tensor([0.4600, 0.0663, 0.0696, 0.2749, 0.0641, 0.0650])",,,,,,,,,
,,,,,,,,,"tensor([0.4553, 0.0657, 0.0689, 0.2823, 0.0634, 0.0644])",,,,,,,,,
,,,,,,,,,"tensor([0.4586, 0.0661, 0.0694, 0.2771, 0.0639, 0.0648])",,,,,,,,,
,,,,,,,,,"tensor([0.4528, 0.0653, 0.0685, 0.2863, 0.0631, 0.0640])",,,,,,,,,
,,,,,,,,,"tensor([0.4734, 0.0683, 0.0716, 0.2539, 0.0659, 0.0669])",,,,,,,,,
,,,,,,,,,"tensor([0.4568, 0.0659, 0.0691, 0.2801, 0.0636, 0.0646])",,,,,,,,,
,,,,,,,,,"tensor([0.4632, 0.0668, 0.0701, 0.2699, 0.0645, 0.0655])",,,,,,,,,
,,,,,,,,,"tensor([0.4483, 0.0646, 0.0678, 0.2933, 0.0625, 0.0634])",,,,,,,,,
,,,,,,,,,"tensor([0.4675, 0.0674, 0.0707, 0.2631, 0.0651, 0.0661])",,,,,,,,,
,,,,,,,,,"tensor([0.4680, 0.0675, 0.0708, 0.2624, 0.0652, 0.0662])",,,,,,,,,
,,,,,,,,,"tensor([0.4454, 0.0642, 0.0674, 0.2981, 0.0620, 0.0630])",,,,,,,,,
,,,,,,,,,"tensor([0.4531, 0.0653, 0.0686, 0.2859, 0.0631, 0.0640])",,,,,,,,,
,,,,,,,,,"tensor([0.4712, 0.0679, 0.0713, 0.2573, 0.0656, 0.0666])",,,,,,,,,
,,,,,,,,,"tensor([0.4554, 0.0657, 0.0689, 0.2823, 0.0634, 0.0644])",,,,,,,,,
,,,,,,,,,"tensor([0.4544, 0.0655, 0.0687, 0.2838, 0.0633, 0.0642])",,,,,,,,,
,,,,,,,,,"tensor([0.4538, 0.0654, 0.0687, 0.2848, 0.0632, 0.0641])",,,,,,,,,
,,,,,,,,,"tensor([0.4639, 0.0669, 0.0702, 0.2688, 0.0646, 0.0656])",,,,,,,,,
,,,,,,,,,"tensor([0.4634, 0.0668, 0.0701, 0.2696, 0.0646, 0.0655])",,,,,,,,,
,,,,,,,,,"tensor([0.4515, 0.0651, 0.0683, 0.2884, 0.0629, 0.0638])",,,,,,,,,
,,,,,,,,,"tensor([0.4524, 0.0652, 0.0684, 0.2870, 0.0630, 0.0640])",,,,,,,,,
,,,,,,,,,"tensor([0.4572, 0.0659, 0.0692, 0.2794, 0.0637, 0.0646])",,,,,,,,,
,,,,,,,,,"tensor([0.4477, 0.0646, 0.0677, 0.2944, 0.0624, 0.0633])",,,,,,,,,
,,,,,,,,,"tensor([0.4457, 0.0643, 0.0674, 0.2975, 0.0621, 0.0630])",,,,,,,,,
,,,,,,,,,"tensor([0.4592, 0.0662, 0.0695, 0.2762, 0.0640, 0.0649])",,,,,,,,,
,,,,,,,,,"tensor([0.4434, 0.0639, 0.0671, 0.3012, 0.0618, 0.0627])",,,,,,,,,
,,,,,,,,,"tensor([0.4664, 0.0672, 0.0706, 0.2649, 0.0650, 0.0659])",,,,,,,,,
,,,,,,,,,"tensor([0.4569, 0.0659, 0.0691, 0.2799, 0.0636, 0.0646])",,,,,,,,,
,,,,,,,,,"tensor([0.4626, 0.0667, 0.0700, 0.2708, 0.0644, 0.0654])",,,,,,,,,
,,,,,,,,,"tensor([0.4680, 0.0675, 0.0708, 0.2623, 0.0652, 0.0662])",,,,,,,,,
,,,,,,,,,"tensor([0.4575, 0.0660, 0.0692, 0.2789, 0.0637, 0.0647])",,,,,,,,,
,,,,,,,,,"tensor([0.4624, 0.0667, 0.0700, 0.2711, 0.0644, 0.0654])",,,,,,,,,
,,,,,,,,,"tensor([0.4639, 0.0669, 0.0702, 0.2688, 0.0646, 0.0656])",,,,,,,,,
,,,,,,,,,"tensor([0.4568, 0.0659, 0.0691, 0.2800, 0.0636, 0.0646])",,,,,,,,,
,,,,,,,,,"tensor([0.4459, 0.0643, 0.0675, 0.2972, 0.0621, 0.0630])",,,,,,,,,
,,,,,,,,,"tensor([0.4534, 0.0654, 0.0686, 0.2853, 0.0632, 0.0641])",,,,,,,,,
,,,,,,,,,"tensor([0.4589, 0.0662, 0.0694, 0.2767, 0.0639, 0.0649])",,,,,,,,,
,,,,,,,,,"tensor([0.4783, 0.0690, 0.0724, 0.2461, 0.0666, 0.0676])",,,,,,,,,
,,,,,,,,,"tensor([0.4511, 0.0650, 0.0683, 0.2890, 0.0628, 0.0638])",,,,,,,,,
,,,,,,,,,"tensor([0.4396, 0.0634, 0.0665, 0.3072, 0.0612, 0.0621])",,,,,,,,,
,,,,,,,,,"tensor([0.4645, 0.0670, 0.0703, 0.2678, 0.0647, 0.0657])",,,,,,,,,
,,,,,,,,,"tensor([0.4572, 0.0659, 0.0692, 0.2793, 0.0637, 0.0646])",,,,,,,,,
,,,,,,,,,"tensor([0.4565, 0.0658, 0.0691, 0.2804, 0.0636, 0.0645])",,,,,,,,,
,,,,,,,,,"tensor([0.4754, 0.0686, 0.0719, 0.2506, 0.0662, 0.0672])",,,,,,,,,
,,,,,,,,,"tensor([0.4583, 0.0661, 0.0693, 0.2777, 0.0638, 0.0648])",,,,,,,,,
,,,,,,,,,"tensor([0.4690, 0.0676, 0.0710, 0.2608, 0.0653, 0.0663])",,,,,,,,,
,,,,,,,,,"tensor([0.4675, 0.0674, 0.0707, 0.2632, 0.0651, 0.0661])",,,,,,,,,
,,,,,,,,,,"tensor([0.4684, 0.0683, 0.0722, 0.2591, 0.0654, 0.0666])",,,,,,,,
,,,,,,,,,,"tensor([0.4654, 0.0679, 0.0717, 0.2639, 0.0649, 0.0662])",,,,,,,,
,,,,,,,,,,"tensor([0.4610, 0.0673, 0.0710, 0.2708, 0.0643, 0.0656])",,,,,,,,
,,,,,,,,,,"tensor([0.4556, 0.0665, 0.0702, 0.2793, 0.0636, 0.0648])",,,,,,,,
,,,,,,,,,,"tensor([0.4517, 0.0659, 0.0696, 0.2855, 0.0630, 0.0643])",,,,,,,,
,,,,,,,,,,"tensor([0.4689, 0.0684, 0.0722, 0.2584, 0.0654, 0.0667])",,,,,,,,
,,,,,,,,,,"tensor([0.4607, 0.0672, 0.0710, 0.2713, 0.0643, 0.0655])",,,,,,,,
,,,,,,,,,,"tensor([0.4518, 0.0659, 0.0696, 0.2855, 0.0630, 0.0643])",,,,,,,,
,,,,,,,,,,"tensor([0.4657, 0.0679, 0.0717, 0.2634, 0.0650, 0.0662])",,,,,,,,
,,,,,,,,,,"tensor([0.4527, 0.0660, 0.0697, 0.2840, 0.0632, 0.0644])",,,,,,,,
,,,,,,,,,,"tensor([0.4688, 0.0684, 0.0722, 0.2585, 0.0654, 0.0667])",,,,,,,,
,,,,,,,,,,"tensor([0.4545, 0.0663, 0.0700, 0.2811, 0.0634, 0.0647])",,,,,,,,
,,,,,,,,,,"tensor([0.4580, 0.0668, 0.0706, 0.2755, 0.0639, 0.0652])",,,,,,,,
,,,,,,,,,,"tensor([0.4614, 0.0673, 0.0711, 0.2702, 0.0644, 0.0656])",,,,,,,,
,,,,,,,,,,"tensor([0.4579, 0.0668, 0.0705, 0.2757, 0.0639, 0.0651])",,,,,,,,
,,,,,,,,,,"tensor([0.4531, 0.0661, 0.0698, 0.2833, 0.0632, 0.0644])",,,,,,,,
,,,,,,,,,,"tensor([0.4606, 0.0672, 0.0710, 0.2715, 0.0643, 0.0655])",,,,,,,,
,,,,,,,,,,"tensor([0.4629, 0.0675, 0.0713, 0.2678, 0.0646, 0.0658])",,,,,,,,
,,,,,,,,,,"tensor([0.4625, 0.0675, 0.0713, 0.2684, 0.0645, 0.0658])",,,,,,,,
,,,,,,,,,,"tensor([0.4807, 0.0701, 0.0741, 0.2396, 0.0671, 0.0684])",,,,,,,,
,,,,,,,,,,"tensor([0.4615, 0.0673, 0.0711, 0.2701, 0.0644, 0.0656])",,,,,,,,
,,,,,,,,,,"tensor([0.4681, 0.0683, 0.0721, 0.2596, 0.0653, 0.0666])",,,,,,,,
,,,,,,,,,,"tensor([0.4539, 0.0662, 0.0699, 0.2820, 0.0633, 0.0646])",,,,,,,,
,,,,,,,,,,"tensor([0.4513, 0.0658, 0.0695, 0.2861, 0.0630, 0.0642])",,,,,,,,
,,,,,,,,,,"tensor([0.4632, 0.0676, 0.0714, 0.2674, 0.0646, 0.0659])",,,,,,,,
,,,,,,,,,,"tensor([0.4513, 0.0658, 0.0695, 0.2862, 0.0630, 0.0642])",,,,,,,,
,,,,,,,,,,"tensor([0.4696, 0.0685, 0.0723, 0.2572, 0.0655, 0.0668])",,,,,,,,
,,,,,,,,,,"tensor([0.4589, 0.0669, 0.0707, 0.2742, 0.0640, 0.0653])",,,,,,,,
,,,,,,,,,,"tensor([0.4647, 0.0678, 0.0716, 0.2650, 0.0648, 0.0661])",,,,,,,,
,,,,,,,,,,"tensor([0.4597, 0.0671, 0.0708, 0.2729, 0.0641, 0.0654])",,,,,,,,
,,,,,,,,,,"tensor([0.4497, 0.0656, 0.0693, 0.2888, 0.0627, 0.0640])",,,,,,,,
,,,,,,,,,,"tensor([0.4531, 0.0661, 0.0698, 0.2833, 0.0632, 0.0644])",,,,,,,,
,,,,,,,,,,"tensor([0.4623, 0.0674, 0.0712, 0.2688, 0.0645, 0.0658])",,,,,,,,
,,,,,,,,,,"tensor([0.4797, 0.0700, 0.0739, 0.2413, 0.0669, 0.0682])",,,,,,,,
,,,,,,,,,,"tensor([0.4480, 0.0654, 0.0690, 0.2914, 0.0625, 0.0637])",,,,,,,,
,,,,,,,,,,"tensor([0.4657, 0.0679, 0.0717, 0.2634, 0.0650, 0.0662])",,,,,,,,
,,,,,,,,,,"tensor([0.4700, 0.0686, 0.0724, 0.2565, 0.0656, 0.0669])",,,,,,,,
,,,,,,,,,,"tensor([0.4614, 0.0673, 0.0711, 0.2702, 0.0644, 0.0656])",,,,,,,,
,,,,,,,,,,"tensor([0.4541, 0.0662, 0.0699, 0.2818, 0.0634, 0.0646])",,,,,,,,
,,,,,,,,,,"tensor([0.4712, 0.0687, 0.0726, 0.2546, 0.0658, 0.0670])",,,,,,,,
,,,,,,,,,,"tensor([0.4634, 0.0676, 0.0714, 0.2671, 0.0647, 0.0659])",,,,,,,,
,,,,,,,,,,"tensor([0.4492, 0.0655, 0.0692, 0.2895, 0.0627, 0.0639])",,,,,,,,
,,,,,,,,,,"tensor([0.4787, 0.0698, 0.0737, 0.2429, 0.0668, 0.0681])",,,,,,,,
,,,,,,,,,,"tensor([0.4609, 0.0672, 0.0710, 0.2710, 0.0643, 0.0656])",,,,,,,,
,,,,,,,,,,"tensor([0.4451, 0.0649, 0.0686, 0.2959, 0.0621, 0.0633])",,,,,,,,
,,,,,,,,,,"tensor([0.4749, 0.0693, 0.0732, 0.2488, 0.0663, 0.0676])",,,,,,,,
,,,,,,,,,,"tensor([0.4555, 0.0665, 0.0702, 0.2795, 0.0636, 0.0648])",,,,,,,,
,,,,,,,,,,"tensor([0.4540, 0.0662, 0.0699, 0.2819, 0.0633, 0.0646])",,,,,,,,
,,,,,,,,,,"tensor([0.4680, 0.0683, 0.0721, 0.2598, 0.0653, 0.0666])",,,,,,,,
,,,,,,,,,,"tensor([0.4586, 0.0669, 0.0706, 0.2746, 0.0640, 0.0652])",,,,,,,,
,,,,,,,,,,"tensor([0.4567, 0.0666, 0.0703, 0.2777, 0.0637, 0.0650])",,,,,,,,
,,,,,,,,,,"tensor([0.4640, 0.0677, 0.0715, 0.2661, 0.0647, 0.0660])",,,,,,,,
,,,,,,,,,,"tensor([0.4773, 0.0696, 0.0735, 0.2451, 0.0666, 0.0679])",,,,,,,,
,,,,,,,,,,"tensor([0.4622, 0.0674, 0.0712, 0.2689, 0.0645, 0.0657])",,,,,,,,
,,,,,,,,,,"tensor([0.4638, 0.0677, 0.0715, 0.2663, 0.0647, 0.0660])",,,,,,,,
,,,,,,,,,,"tensor([0.4634, 0.0676, 0.0714, 0.2670, 0.0647, 0.0659])",,,,,,,,
,,,,,,,,,,"tensor([0.4571, 0.0667, 0.0704, 0.2771, 0.0638, 0.0650])",,,,,,,,
,,,,,,,,,,"tensor([0.4600, 0.0671, 0.0709, 0.2723, 0.0642, 0.0654])",,,,,,,,
,,,,,,,,,,"tensor([0.4492, 0.0655, 0.0692, 0.2895, 0.0627, 0.0639])",,,,,,,,
,,,,,,,,,,"tensor([0.4604, 0.0672, 0.0709, 0.2717, 0.0642, 0.0655])",,,,,,,,
,,,,,,,,,,"tensor([0.4617, 0.0674, 0.0711, 0.2698, 0.0644, 0.0657])",,,,,,,,
,,,,,,,,,,"tensor([0.4697, 0.0685, 0.0724, 0.2571, 0.0655, 0.0668])",,,,,,,,
,,,,,,,,,,"tensor([0.4498, 0.0656, 0.0693, 0.2885, 0.0628, 0.0640])",,,,,,,,
,,,,,,,,,,"tensor([0.4597, 0.0671, 0.0708, 0.2729, 0.0641, 0.0654])",,,,,,,,
,,,,,,,,,,"tensor([0.4598, 0.0671, 0.0708, 0.2727, 0.0642, 0.0654])",,,,,,,,
,,,,,,,,,,"tensor([0.4527, 0.0660, 0.0697, 0.2839, 0.0632, 0.0644])",,,,,,,,
,,,,,,,,,,"tensor([0.4639, 0.0677, 0.0715, 0.2663, 0.0647, 0.0660])",,,,,,,,
,,,,,,,,,,"tensor([0.4518, 0.0659, 0.0696, 0.2854, 0.0630, 0.0643])",,,,,,,,
,,,,,,,,,,"tensor([0.4587, 0.0669, 0.0707, 0.2744, 0.0640, 0.0653])",,,,,,,,
,,,,,,,,,,"tensor([0.4514, 0.0659, 0.0695, 0.2860, 0.0630, 0.0642])",,,,,,,,
,,,,,,,,,,"tensor([0.4578, 0.0668, 0.0705, 0.2759, 0.0639, 0.0651])",,,,,,,,
,,,,,,,,,,"tensor([0.4709, 0.0687, 0.0725, 0.2552, 0.0657, 0.0670])",,,,,,,,
,,,,,,,,,,"tensor([0.4756, 0.0694, 0.0733, 0.2478, 0.0664, 0.0676])",,,,,,,,
,,,,,,,,,,"tensor([0.4528, 0.0660, 0.0697, 0.2839, 0.0632, 0.0644])",,,,,,,,
,,,,,,,,,,"tensor([0.4794, 0.0699, 0.0739, 0.2417, 0.0669, 0.0682])",,,,,,,,
,,,,,,,,,,"tensor([0.4436, 0.0647, 0.0683, 0.2983, 0.0619, 0.0631])",,,,,,,,
,,,,,,,,,,"tensor([0.4587, 0.0669, 0.0707, 0.2744, 0.0640, 0.0652])",,,,,,,,
,,,,,,,,,,"tensor([0.4527, 0.0660, 0.0697, 0.2839, 0.0632, 0.0644])",,,,,,,,
,,,,,,,,,,"tensor([0.4713, 0.0688, 0.0726, 0.2545, 0.0658, 0.0670])",,,,,,,,
,,,,,,,,,,"tensor([0.4722, 0.0689, 0.0727, 0.2531, 0.0659, 0.0672])",,,,,,,,
,,,,,,,,,,"tensor([0.4585, 0.0669, 0.0706, 0.2748, 0.0640, 0.0652])",,,,,,,,
,,,,,,,,,,"tensor([0.4652, 0.0679, 0.0717, 0.2642, 0.0649, 0.0662])",,,,,,,,
,,,,,,,,,,"tensor([0.4725, 0.0689, 0.0728, 0.2527, 0.0659, 0.0672])",,,,,,,,
,,,,,,,,,,"tensor([0.4592, 0.0670, 0.0707, 0.2737, 0.0641, 0.0653])",,,,,,,,
,,,,,,,,,,"tensor([0.4655, 0.0679, 0.0717, 0.2637, 0.0650, 0.0662])",,,,,,,,
,,,,,,,,,,"tensor([0.4661, 0.0680, 0.0718, 0.2628, 0.0650, 0.0663])",,,,,,,,
,,,,,,,,,,"tensor([0.4593, 0.0670, 0.0707, 0.2736, 0.0641, 0.0653])",,,,,,,,
,,,,,,,,,,"tensor([0.4484, 0.0654, 0.0691, 0.2908, 0.0626, 0.0638])",,,,,,,,
,,,,,,,,,,"tensor([0.4563, 0.0666, 0.0703, 0.2783, 0.0637, 0.0649])",,,,,,,,
,,,,,,,,,,"tensor([0.4623, 0.0674, 0.0712, 0.2687, 0.0645, 0.0658])",,,,,,,,
,,,,,,,,,,"tensor([0.4818, 0.0703, 0.0742, 0.2380, 0.0672, 0.0685])",,,,,,,,
,,,,,,,,,,"tensor([0.4534, 0.0661, 0.0698, 0.2829, 0.0633, 0.0645])",,,,,,,,
,,,,,,,,,,"tensor([0.4417, 0.0644, 0.0680, 0.3013, 0.0616, 0.0628])",,,,,,,,
,,,,,,,,,,"tensor([0.4673, 0.0682, 0.0720, 0.2608, 0.0652, 0.0665])",,,,,,,,
,,,,,,,,,,"tensor([0.4593, 0.0670, 0.0708, 0.2735, 0.0641, 0.0653])",,,,,,,,
,,,,,,,,,,"tensor([0.4590, 0.0670, 0.0707, 0.2741, 0.0640, 0.0653])",,,,,,,,
,,,,,,,,,,"tensor([0.4786, 0.0698, 0.0737, 0.2431, 0.0668, 0.0681])",,,,,,,,
,,,,,,,,,,"tensor([0.4605, 0.0672, 0.0709, 0.2716, 0.0643, 0.0655])",,,,,,,,
,,,,,,,,,,"tensor([0.4712, 0.0687, 0.0726, 0.2548, 0.0657, 0.0670])",,,,,,,,
,,,,,,,,,,"tensor([0.4699, 0.0686, 0.0724, 0.2567, 0.0656, 0.0668])",,,,,,,,
,,,,,,,,,,,"tensor([0.4707, 0.0677, 0.0705, 0.2597, 0.0653, 0.0661])",,,,,,,
,,,,,,,,,,,"tensor([0.4714, 0.0678, 0.0706, 0.2586, 0.0653, 0.0662])",,,,,,,
,,,,,,,,,,,"tensor([0.4837, 0.0696, 0.0724, 0.2392, 0.0671, 0.0679])",,,,,,,
,,,,,,,,,,,"tensor([0.4633, 0.0667, 0.0694, 0.2714, 0.0642, 0.0651])",,,,,,,
,,,,,,,,,,,"tensor([0.4589, 0.0660, 0.0687, 0.2783, 0.0636, 0.0644])",,,,,,,
,,,,,,,,,,,"tensor([0.4721, 0.0679, 0.0707, 0.2575, 0.0654, 0.0663])",,,,,,,
,,,,,,,,,,,"tensor([0.4646, 0.0668, 0.0696, 0.2694, 0.0644, 0.0652])",,,,,,,
,,,,,,,,,,,"tensor([0.4684, 0.0674, 0.0701, 0.2633, 0.0649, 0.0658])",,,,,,,
,,,,,,,,,,,"tensor([0.4682, 0.0674, 0.0701, 0.2636, 0.0649, 0.0657])",,,,,,,
,,,,,,,,,,,"tensor([0.4648, 0.0669, 0.0696, 0.2689, 0.0644, 0.0653])",,,,,,,
,,,,,,,,,,,"tensor([0.4776, 0.0687, 0.0715, 0.2490, 0.0662, 0.0671])",,,,,,,
,,,,,,,,,,,"tensor([0.4498, 0.0647, 0.0674, 0.2927, 0.0623, 0.0632])",,,,,,,
,,,,,,,,,,,"tensor([0.4809, 0.0692, 0.0720, 0.2436, 0.0667, 0.0675])",,,,,,,
,,,,,,,,,,,"tensor([0.4862, 0.0700, 0.0728, 0.2353, 0.0674, 0.0683])",,,,,,,
,,,,,,,,,,,"tensor([0.4781, 0.0688, 0.0716, 0.2480, 0.0663, 0.0671])",,,,,,,
,,,,,,,,,,,"tensor([0.4840, 0.0696, 0.0725, 0.2389, 0.0671, 0.0679])",,,,,,,
,,,,,,,,,,,"tensor([0.4688, 0.0675, 0.0702, 0.2627, 0.0650, 0.0658])",,,,,,,
,,,,,,,,,,,"tensor([0.4517, 0.0650, 0.0677, 0.2895, 0.0626, 0.0634])",,,,,,,
,,,,,,,,,,,"tensor([0.4612, 0.0664, 0.0691, 0.2747, 0.0639, 0.0648])",,,,,,,
,,,,,,,,,,,"tensor([0.4711, 0.0678, 0.0705, 0.2592, 0.0653, 0.0661])",,,,,,,
,,,,,,,,,,,"tensor([0.4859, 0.0699, 0.0728, 0.2358, 0.0674, 0.0682])",,,,,,,
,,,,,,,,,,,"tensor([0.4659, 0.0670, 0.0698, 0.2673, 0.0646, 0.0654])",,,,,,,
,,,,,,,,,,,"tensor([0.4691, 0.0675, 0.0703, 0.2622, 0.0650, 0.0659])",,,,,,,
,,,,,,,,,,,"tensor([0.4656, 0.0670, 0.0697, 0.2677, 0.0645, 0.0654])",,,,,,,
,,,,,,,,,,,"tensor([0.4881, 0.0702, 0.0731, 0.2323, 0.0677, 0.0685])",,,,,,,
,,,,,,,,,,,"tensor([0.4856, 0.0699, 0.0727, 0.2363, 0.0673, 0.0682])",,,,,,,
,,,,,,,,,,,"tensor([0.4745, 0.0683, 0.0711, 0.2538, 0.0658, 0.0666])",,,,,,,
,,,,,,,,,,,"tensor([0.4741, 0.0682, 0.0710, 0.2544, 0.0657, 0.0666])",,,,,,,
,,,,,,,,,,,"tensor([0.4767, 0.0686, 0.0714, 0.2503, 0.0661, 0.0669])",,,,,,,
,,,,,,,,,,,"tensor([0.4759, 0.0685, 0.0713, 0.2515, 0.0660, 0.0668])",,,,,,,
,,,,,,,,,,,"tensor([0.4629, 0.0666, 0.0693, 0.2720, 0.0642, 0.0650])",,,,,,,
,,,,,,,,,,,"tensor([0.4706, 0.0677, 0.0705, 0.2600, 0.0652, 0.0661])",,,,,,,
,,,,,,,,,,,"tensor([0.4816, 0.0693, 0.0721, 0.2426, 0.0668, 0.0676])",,,,,,,
,,,,,,,,,,,"tensor([0.4723, 0.0680, 0.0707, 0.2573, 0.0655, 0.0663])",,,,,,,
,,,,,,,,,,,"tensor([0.4603, 0.0662, 0.0689, 0.2761, 0.0638, 0.0646])",,,,,,,
,,,,,,,,,,,"tensor([0.4670, 0.0672, 0.0699, 0.2656, 0.0647, 0.0656])",,,,,,,
,,,,,,,,,,,"tensor([0.4822, 0.0694, 0.0722, 0.2417, 0.0668, 0.0677])",,,,,,,
,,,,,,,,,,,"tensor([0.4679, 0.0673, 0.0701, 0.2642, 0.0649, 0.0657])",,,,,,,
,,,,,,,,,,,"tensor([0.4658, 0.0670, 0.0698, 0.2674, 0.0646, 0.0654])",,,,,,,
,,,,,,,,,,,"tensor([0.4713, 0.0678, 0.0706, 0.2588, 0.0653, 0.0662])",,,,,,,
,,,,,,,,,,,"tensor([0.4709, 0.0678, 0.0705, 0.2594, 0.0653, 0.0661])",,,,,,,
,,,,,,,,,,,"tensor([0.4840, 0.0696, 0.0725, 0.2388, 0.0671, 0.0680])",,,,,,,
,,,,,,,,,,,"tensor([0.4491, 0.0646, 0.0673, 0.2937, 0.0623, 0.0631])",,,,,,,
,,,,,,,,,,,"tensor([0.4759, 0.0685, 0.0713, 0.2516, 0.0660, 0.0668])",,,,,,,
,,,,,,,,,,,"tensor([0.4722, 0.0679, 0.0707, 0.2575, 0.0655, 0.0663])",,,,,,,
,,,,,,,,,,,"tensor([0.4649, 0.0669, 0.0696, 0.2689, 0.0644, 0.0653])",,,,,,,
,,,,,,,,,,,"tensor([0.4729, 0.0680, 0.0708, 0.2563, 0.0656, 0.0664])",,,,,,,
,,,,,,,,,,,"tensor([0.4671, 0.0672, 0.0699, 0.2655, 0.0647, 0.0656])",,,,,,,
,,,,,,,,,,,"tensor([0.4739, 0.0682, 0.0710, 0.2547, 0.0657, 0.0665])",,,,,,,
,,,,,,,,,,,"tensor([0.4784, 0.0688, 0.0716, 0.2477, 0.0663, 0.0672])",,,,,,,
,,,,,,,,,,,"tensor([0.4793, 0.0690, 0.0718, 0.2462, 0.0664, 0.0673])",,,,,,,
,,,,,,,,,,,"tensor([0.4644, 0.0668, 0.0695, 0.2697, 0.0644, 0.0652])",,,,,,,
,,,,,,,,,,,"tensor([0.4654, 0.0670, 0.0697, 0.2681, 0.0645, 0.0653])",,,,,,,
,,,,,,,,,,,"tensor([0.4737, 0.0682, 0.0709, 0.2550, 0.0657, 0.0665])",,,,,,,
,,,,,,,,,,,"tensor([0.4679, 0.0673, 0.0701, 0.2641, 0.0649, 0.0657])",,,,,,,
,,,,,,,,,,,"tensor([0.4678, 0.0673, 0.0700, 0.2644, 0.0648, 0.0657])",,,,,,,
,,,,,,,,,,,"tensor([0.4672, 0.0672, 0.0700, 0.2653, 0.0648, 0.0656])",,,,,,,
,,,,,,,,,,,"tensor([0.4915, 0.0707, 0.0736, 0.2271, 0.0681, 0.0690])",,,,,,,
,,,,,,,,,,,"tensor([0.4732, 0.0681, 0.0709, 0.2557, 0.0656, 0.0665])",,,,,,,
,,,,,,,,,,,"tensor([0.4857, 0.0699, 0.0727, 0.2361, 0.0673, 0.0682])",,,,,,,
,,,,,,,,,,,"tensor([0.4755, 0.0684, 0.0712, 0.2523, 0.0659, 0.0668])",,,,,,,
,,,,,,,,,,,"tensor([0.4648, 0.0669, 0.0696, 0.2691, 0.0644, 0.0653])",,,,,,,
,,,,,,,,,,,"tensor([0.4677, 0.0673, 0.0700, 0.2645, 0.0648, 0.0657])",,,,,,,
,,,,,,,,,,,"tensor([0.4647, 0.0669, 0.0696, 0.2691, 0.0644, 0.0653])",,,,,,,
,,,,,,,,,,,"tensor([0.4716, 0.0679, 0.0706, 0.2584, 0.0654, 0.0662])",,,,,,,
,,,,,,,,,,,"tensor([0.4615, 0.0664, 0.0691, 0.2742, 0.0640, 0.0648])",,,,,,,
,,,,,,,,,,,"tensor([0.4834, 0.0696, 0.0724, 0.2398, 0.0670, 0.0679])",,,,,,,
,,,,,,,,,,,"tensor([0.4966, 0.0715, 0.0744, 0.2190, 0.0688, 0.0697])",,,,,,,
,,,,,,,,,,,"tensor([0.4750, 0.0683, 0.0711, 0.2530, 0.0658, 0.0667])",,,,,,,
,,,,,,,,,,,"tensor([0.4826, 0.0694, 0.0723, 0.2411, 0.0669, 0.0678])",,,,,,,
